ページ,ページビュー数,ページ別訪問数,平均ページ滞在時間,閲覧開始数
/lp/concept/edogawa_area.html?yclid=YSS.1001111129.EAIaIQobChMI-8ymk4fd8QIVx11gCh3YvAveEAAYAiAAEgKSMvD_BwE,3,2,14.00,2
/lp/concept/edogawa_area.html?yclid=YSS.1001111129.EAIaIQobChMI957Jj9Ta8QIVAXZgCh1vcgc0EAAYAyAAEgIv9vD_BwE,3,3,19.00,3
/lp/concept/edogawa_area.html?yclid=YSS.1001111129.EAIaIQobChMIhKS2ms_m8QIVDj5gCh0bYgBIEAAYASAAEgIljPD_BwE,3,2,34.00,1
/lp/concept/edogawa_area.html?yclid=YSS.1001111129.EAIaIQobChMIlKyh44nv8QIVjU5gCh184A57EAEYASAAEgJ51vD_BwE,3,2,16.00,2
/lp/concept/edogawa_area.html?yclid=YSS.1001111129.EAIaIQobChMIwdTD9bXu8QIVAq6WCh2_xQ_XEAEYAiAAEgLrVvD_BwE,3,1,27.00,1
/lp/concept/property.html?__dgmt_ecc=krboHqarHrVVSJgV,3,2,771.50,2
/lp/concept/property.html?gbraid=0AAAAADN8pbOZqC0yZa1r1M6Bmn0tBLD1b,3,1,45.00,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMI_9Tll7v27wIVA9GWCh1XewBlEAAYASACEgJUT_D_BwE,3,2,19.50,2
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMI2vay24HN7gIVbsEWBR3zyQ_HEAAYASACEgKY6_D_BwE,3,3,0.00,3
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMI4vP_xPyg8QIVgR6WCh3CggAYEAAYASACEgLxvfD_BwE,3,1,24.50,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMI74L-6OvQ8AIVSltgCh2ixQadEAAYASAEEgIGCfD_BwE,3,2,61.00,2
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMI76Tg-rb_7QIVctxMAh1XHgyzEAAYASAAEgKx8vD_BwE,3,3,0.00,3
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMI8OSKm8-Y7wIVixBgCh3DhAoyEAAYASACEgKIrvD_BwE,3,1,21.00,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIgom5yqbE8AIVMdWWCh1PvQdxEAAYASACEgKPvvD_BwE,3,1,49.67,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIiaaXsYnY8AIVzVVgCh2aOwa5EAAYASACEgJyA_D_BwE,3,1,45.67,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIiJf8r4-m8AIVhLmWCh1XMwOaEAAYASACEgL2AfD_BwE,3,1,53.00,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIjbO76_Gn8AIVQZ_CCh2CjwrMEAAYASACEgLtw_D_BwE,3,1,33.50,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIl93gxPbv7gIV2GSLCh0cbAzzEAAYASACEgLb6PD_BwE,3,1,163.50,1
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMImv2M7qn27wIVUFpgCh1oMQVKEAAYASACEgKFUfD_BwE,3,3,34.00,3
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIvrCry-rG8AIVi11gCh1BcA0_EAAYASACEgIqsPD_BwE,3,1,19.00,0
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIwvDXgump8QIVl6qWCh0BygNZEAAYASACEgK3k_D_BwE,3,3,16.00,2
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIyfj1x8fV8QIVDwRgCh25wg0OEAAYASABEgLcBPD_BwE,3,1,12.00,0
/lp/concept/suginami_area.html?argument=VhD4FQ1G&dmai=fb_suginami_a,3,2,18.00,1
/lp/concept/suginami_area.html?yclid=YSS.1001111129.EAIaIQobChMIhMndwvTs8QIVh6-WCh3x9QkTEAEYAiAAEgIlqvD_BwE,3,3,0.00,3
/lp/houses/107_0012_3_03/index.html?argument=VhD4FQ1G&dmai=fb_107_0012_3_03&fbclid=IwAR3AJwKM2jGQjj8oIzCQ5juY_BM9oXj3Mua0EJOFdcUuS2TPk-E-o79AADc,3,1,40.00,0
/lp/houses/115_0042_5_02/?argument=VhD4FQ1G&dmai=ydn_115_0042_5_02&yclid=YJAD.1624878462.A36t2WAAACJSbAUVx2WzW9j62UpsnShnXIBzZ2tugu53n695wNbZjChUgz2aFmjvQVP1pFSBBGTlYvP52DwWjOQKRe74V0S7MgNA9aKQeBzFsACiXu2rlaEbPwOyAXLTlld02iQY4C67HxECPMmd_ngKIFFEmuwlaH9r_qTTM-2dH7DUvM8TGvWQuiC7bdPwiw,3,3,0.00,3
/lp/houses/115_0042_5_02/?yclid=YSS.1001111129.EAIaIQobChMI7eeK356y8QIVMJ1LBR1dGAD_EAAYASAAEgLaCvD_BwE,3,3,0.00,3
/lp/houses/115_0042_5_02/index.html?argument=VhD4FQ1G&dmai=fb_115_0042_5_02&fbclid=IwAR3APP5dXTn9Pb6-KcoR7opdHyCf1Dm2jYM9hiDhKJrvhnfgrcHPIQ5GCM8,3,1,14.50,1
/lp/houses/115_0042_5_02/index.html?argument=VhD4FQ1G&dmai=fb_115_0042_5_02&fbclid=PAAaYfjN_nPDM6SRIflQ2eqQb1VofF6yUxGL5RjBUrT_bEctKW6RxyzAb78_E_aem_ASdBUxPiqWjxpWW4wUC6zdjtzuGZrcxWR_8UgXSncBoTkX8FWLandF3BXNGg3ZaEjLqLUwIshUDf4Bc95qHn4Pnp25fFea_Ta4UWF8wh0x9WvcNTgrcmplfA-UbH8QKeaT0,3,2,84.00,1
/lp/houses/120_0047_1_01/,3,3,30.00,2
/lp/houses/123_0861_1_01/index.html?argument=VhD4FQ1G&dmai=fb_123_0861_1_01&fbclid=PAAab9YblQtY1g96-nf8vlMflHYLC52Tq00UzG8AHo5MFrWZOqbVrG2-EC5fo_aem_AVSBGtiDG4EVkNkt42-Wg38Ogv14Len8f2aHqLS5Pcj4dqQIwZ9MIF0XUzPltFxtQPufkOLW1KZKQBce-en5WQ77iOKfEaYMI7H-SZNvv1QkffzgnWHftxus_UPiW3Ui8F0,3,1,102.50,1
/lp/houses/123_0861_1_01/index.html?argument=VhD4FQ1G&dmai=fb_123_0861_1_01&fbclid=PAAaY7KYG7Gtz8YAzKA4iRCxPKUnaqlfKN13XpAXlqbP-eG6ioP62mQpUHaL8,3,1,44.50,1
/lp/houses/123_0861_1_01/index.html?argument=VhD4FQ1G&dmai=fb_123_0861_1_01&fbclid=PAAaZXHgCTzWe7vfJ5XPm6leNsOCxOHHw5DMJIbI9ehYdQvLgfjecM4wFkhWE,3,1,29.50,1
/lp/houses/124_0011_3_01/index.html?argument=VhD4FQ1G&dmai=fb_124_0011_3_01,3,3,41.00,1
/lp/houses/124_0011_3_01/index.html?argument=VhD4FQ1G&dmai=fb_124_0011_3_01&fbclid=PAAabdUKSwXuU7_y9g-gJsN5zDu3TZMNl5eco00FgsqvEPeR-kVc3vqmKo4MI_aem_AciunZCjI8_gmeOjlbbF2Mcks1B2Csu_dP1dIAwJOF_nO-rcoN-Pnrl0IMM8wWNi1L5QHwnYymKkDiEqOWcMLDmTPMoQMvkwO8K_1_sBjWfH5103kMsheGaV3gqFy9Hww9U,3,1,53.00,1
/lp/houses/124_0011_3_01/index.html?argument=VhD4FQ1G&dmai=fb_124_0011_3_01&fbclid=PAAaZhzE1FsmcY9FlKhNCnmLlYNu3AiwRbDq1Qr3Q6G7noPiolxMe6OcOW5TM,3,1,372.50,1
/lp/houses/124_0011_3_01/index.html?argument=VhD4FQ1G&dmai=fb_124_0011_3_01&fbclid=PAAaZxUkofNzdjFkbbVxBdFomxvuPFkXmD4_9Fhlg08HvmIfjhSZOO5NmC6Zs,3,1,64.67,1
/lp/houses/125_0041_5_04/?yclid=YSS.1001111129.EAIaIQobChMIgqK5g6mr8QIVySFgCh2Q7AwVEAAYAiAAEgIdRPD_BwE,3,1,395.00,1
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=IwAR13cKRgYO-2r7ApXSAXadquwCDKkuncX-gvNSNqan5XpU6flOw-1b7jeTQ_aem_AWT3Q12D7yM2LanQGkjvm-yskeK7WsXm9KeSmyoK3ZF4P9RHMKy2zRRQeGR2Y0lhVmQmuw2ZnpXn-oDsfS4iK4DgSpCGn9Zn17mni65nO6xN1bmHuNlEQDJu1aRg33vBWp8,3,2,13.00,2
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=IwAR1CMXxHcY3hpvCeP3UUG6Vx-KTknSci84EjKprcnetryhKWEzaWcWZ_axg,3,3,366.00,3
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=IwAR1mDLjGAjAGaDCdPnK_UQAuLI8AjFsnpUqU4V6QjRgPtQ3Z8ZnaTKtpY3U_aem_AYORIBnc7rW_WAKkBrxY5MnGI28xN86chmgoo79Ou7jGFKNA1oDSmlfB4NTp3FaGvwwtaBxTTvufzme5IDb7--r6lb4oROc88MVsw6hFIg33OaF6BkoIpAkHsxJlDikITQ0,3,3,355.50,2
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=IwAR1vDlmZ9zlFmspqSpuUOVHsKG78kpdMhDy1K-7ItB2u-wxK5_KJoz-wzWw_aem_AfY7v23sasOSXe83IrLzQygpI-jAu82J0-JTrJetjQD6pk7b4pP-GYegpp7TbKPJzDeJR2LnzDjRisafiwXt9qDsq8FyXlaSOcPR_o79ktj-64cMbtSnzjXdmn7hFtLPYNI,3,3,0.00,3
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=PAAaaUtPKrNl-HIDnMuLSlofvBaZY6Qi3HssFNWBKLKIl94csyqvVNpdzfNTM_aem_AYt1sGxOOTvXNkpQzI1NVDx_qbxCAv2IRhNePyFzHDk-wNUk9JW2PHO6Sat_1VcIt3X3DK0LmpwKVEhWbWEqtZbqF-vdxn07GAYufSycCxwvmX96S6OityxObbgPJEv7NrU,3,2,482.50,2
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=PAAaYWvUjimjUosgpyQF7RGR5RCFPLpxq5yq73oUynMguxjQYTelVAr3f4BaE,3,1,176.00,1
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=PAAaZOITpQj-UZhVL0L43Ykaq9nXXUfytGRAywybq05JxeBLgsyR9-iE9cl9A,3,1,47.50,1
/lp/houses/132_0013_1_01/?yclid=YSS.1001111129.EAIaIQobChMI6rTOhKnG8QIVy8KWCh0vIwkDEAAYASAAEgJ4R_D_BwE,3,1,50.67,1
/lp/houses/132_0013_1_01/?yclid=YSS.1001111129.EAIaIQobChMIw53QvaC88QIVw7mWCh0hEAnvEAAYASAAEgKjR_D_BwE,3,1,202.00,1
/lp/houses/133_0042_28_01/concept.html,3,3,197.33,1
/lp/houses/133_0065_4_02/index.html?argument=VhD4FQ1G&dmai=fb_133_0065_4_02&fbclid=PAAaa0Y1X06eKTUBkp-_xqtWW3FW4_xpCB6vxQ_ZYUemO9Mle4mNGTQAp1Azs,3,1,72.67,1
/lp/houses/133_0065_4_02/index.html?argument=VhD4FQ1G&dmai=fb_133_0065_4_02&fbclid=PAAaaVjrKA1hd-fzccoyiavSHXCYCiN7JGpFSHZd_d_bfBkkB1LEpasvp0Mhc,3,1,57.00,1
/lp/houses/133_0065_4_02/index.html?argument=VhD4FQ1G&dmai=fb_133_0065_4_02&fbclid=PAAab4V50ghfF93JD06hSxJluDHx8XeZDjX-wklsyfQAsoHeCdVg6UHFvBmSQ,3,1,16.67,1
/lp/houses/134_0081_1_02/?yclid=YSS.1001111129.EAIaIQobChMI2-jQrZem8AIVOcEWBR1EygAhEAAYAiAAEgKCT_D_BwE,3,1,44.50,1
/lp/houses/134_0081_1_02/?yclid=YSS.1001111129.EAIaIQobChMI9pOsoc778AIVlXZgCh2IyA0sEAAYASAAEgKEz_D_BwE,3,1,110.50,1
/lp/houses/134_0081_1_02/?yclid=YSS.1001111129.EAIaIQobChMIxZedl-yR8QIVmqyWCh0HfgLoEAAYAiAAEgJIavD_BwE,3,1,28.00,1
/lp/houses/134_0081_1_02/index.html?argument=VhD4FQ1G&dmai=fb_134_0081_1_02&fbclid=IwAR3Jh1wbrs1KduOVwZcFaP2oM__u2iCgFK1xBJecjLBmxFTXOUFMdxIH3_k_aem_Ad2ZYflajTxbiz6eic7m5WmfE71gqLEX8D63TmsWkjs9EKxchJmOaki5J8ejVY5_MVQopLLcuUf0MrKDY9J_2MNB4Lf_0GUcf-XoWNeDao_as3orU5Yskd3d8HCOHv0xseM,3,2,106.00,2
/lp/houses/146_0084_1_01/,3,2,76.00,1
/lp/houses/146_0084_1_02/index.html?argument=VhD4FQ1G&dmai=fb_146_0084_1_02,3,2,894.00,0
/lp/houses/146_0084_1_02/index.html?argument=VhD4FQ1G&dmai=fb_146_0084_1_02&fbclid=PAAabo_yhn_MEIaqL1EL96A6XPBHDAUbb6o23akU9z9NFETVMKq3ioQGpu7Jc,3,1,17.50,1
/lp/houses/146_0084_1_02/index.html?argument=VhD4FQ1G&dmai=fb_146_0084_1_02&fbclid=PAAaZBI4i5G6UaML-2yEJLRN7veP5fow-beUBPWfSZrhtyOabI0i-cm0KfsiU,3,1,23.00,0
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=IwAR3HgP8MKevjcvELd-47ebNwvGbr0hmpbuF7yc_fZ415ZgGmY8UDEo2Z0p8,3,2,53.50,2
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAab5yzN5lpvN9wcdpAk-rg3JwbYJxzdK9CPw4mPJVX67FnS83Cda5_5T0xU_aem_AXDALduV6e8h0QPpnq-hivT9Kdqsus3a2m9dNDgWPtd_9zPwbI94IECUxeGtbz5_cA2AtUFbsGyuRByK3WvAKdkV3vBaE0iajZJNrrFcTSY45-Y1bXZ-XM5cELhN-q5UuII,3,1,36.00,1
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAabGo_zDMrrrtIN_1XwAmpxHNQmWdVjN40ZE5yQ0b9tQh6L-wW1AzATYD84_aem_AS1cyKmbtf-5OW-DSnRFxOnEh8EiFaPwsig1qwoJrXKleNLynqNbn38tcVEJCMiLypmXX5DnV1n71xCBCy1GsSY6eYOyiNJyz71IOdo-huvPTySRQt1dqdGHQXFYReQuRWQ,3,3,0.00,3
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAabNSZGpWum3-WEXqqVoWi-afyPnyhMXRz5-JZeQqI-1hqEcleG2ewzmcQo_aem_AYBjMeupp2bU0sQRBSZyDeto_iOfBPx3Fgh10dUNChkuxo0RdqP_JvsCCS90vXoWIPxDwh2RhuXwlrXCetRU3AVmsTFAXkIyMYs2rNbhcOYffCzVsCWCfMXUzbBhJ_ZSZSk,3,2,14.00,2
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAaYDtQBsTo6O52MD8zmvoNC_HGKHvpCAtBm8d-E5ZJ9jzHjQUcptFw7NnOE_aem_AYgmgQAWMIbz4sK3dz-mZS6b6Fwozp5kCkQ9TPjFkhbt21lVtqcs2IgsPwcD-XrfxtQMUZznGYDyWtMjebKbsN63taUM922MbcavskZEJEScAlAfpqQDj7dN31niPTtiZgY,3,2,73.00,2
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAaYIkvPeu0WMfYpY612DqpFd1s65G0uRcjmd1LCYvUHhDpojAA_m3l_Dvck_aem_AbMX13-J3ieaVezCyjpvWRVGRgLz7ogiDdDLDA9OTfodMDN6XDoDUQuMFaIGaxFZydYUpwXrghzsEUhi8egi94lNWZZGhy4mIpNamo8ZzuBJatEfJLTSwjA0J8cwU-RCcV8,3,3,71.00,1
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAaYZj32ONnxIs00tJxgu6vTfzhH5ateBSQ9yLH5jULvvDJF7oegKblAIzrk_aem_AZF_s-D-hSGaN_fgj6ys51HlL1yGgdftSKj933U7nK1soYkbfMOjHPCn9cWdfztkhmCQ48LEMLl9UvKCSG63AXmNww6_U7uSfP50scnGlKBqG0oRLT41Z7dvsLjB-7tC3fw,3,2,117.50,2
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAaZ2ac3qM5MCCXL7U7s81uZBbXn5lsSgCPaGx57KE-fwQryhutj0TMb7sYM_aem_AT78P1YCiq7gpzwsO3bvqZ27-Sksn8RT1nl5Rj0sRpiQE3AytnqZ7vKW8l1S5BpIHLYu3dTmaPLlxRuELzIE-etYPVq9DPPSHCRMzr7OMG-QAdWg8aK2vx4-hA5rzlkHfW4,3,1,27.00,0
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAaZBI4i5G6UaML-2yEJLRN7veP5fow-beUBPWfSZrhtyOabI0i-cm0KfsiU,3,1,11.33,0
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=PAAaZozHaXe7992FQyVTF5BbK7LdPepVWhBCj-OTXlWIfPZyiJZPnIK5crbTc,3,1,16.00,0
/lp/houses/154_0000_1_01/after_service.html,3,3,60.67,0
/lp/houses/154_0000_1_01/concept.html,3,1,76.33,0
/lp/houses/154_0000_1_01/index.html?argument=VhD4FQ1G&dmai=fb_154_0000_1_01,3,3,38.00,1
/lp/houses/154_0011_1_03/company.html,3,3,26.33,0
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=IwAR36eUmskq0gcrtZ_YPOy14Bz5eXTSS_UpMNNdP0Q0W-8hSrzz1DFEiBBsI_aem_AWbX5Ta_JiobR-9hjpIo_i0lnSTHRDZ1VLeSY3IAOh9UmtmKU-HlqZn4mzP1pDPWem_UpJhyWHuEbQ2RbaRXjcbI8wolUdxHcdD6osOfWDUBjkqy9kOPUBdI8faMavacCxg,3,2,340.00,2
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAaagh-LFYCh9XWP7ICv05AYXz4EUWI9bDyiJ-2MZUI6max2R9sNMlgmagh4_aem_ASOgZZM6yzXrjn8xc3djdgkindTk2tnfNXY-JCq-cwIJKQLaFKsf9hWmjVk3kYPMUldjh1JvN3GPNLgp_R1XoObWzXPn2NK37haTCc0TFYaH2fCj8OF1gS1BMoYK2eX1n4Y,3,1,474.33,0
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAabkYolCwvYG3ihB_waGNUoiOWx3sUy6OjKj2C3nQ6gMFYAuSU7MxULyNdQ_aem_AdRbSo0ucLtxQk-c8d0cJ14n_4DHXYU0O_S9lc-i4dstQnRR-PMwi-jcWGm6ZIbErlPGaGyFjN8WRhurwRYTcENUjjCOwVkay-_OX2s0hbneFUAR6MRV08T_WppYz1qr2dM,3,1,19.00,1
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAabmxakknhezHMrUbqP83lzXNSUKWSmfu13gTVI2_PgT2rBNtWDr1J_HH5M,3,2,359.00,2
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAabRLYDE8bGHpTQS0mQhYJdQy2WTWD6Gv_0z8V93qnzls-ODciSTuvQRzm8_aem_ARRGxzMC9kqjANXTCXbxIU6kGq5Dc0Q7HrvBz9m4IheZGv2pImYJ7GLCXdLw2ga8GL3Iv0YbO_0ohdkC0nVHKirdoZmRS2rFCpjmrGkEHrgXrPkKzai2J5EQcfQU5Oba-tc,3,2,137.33,0
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAaY2CwwUrlKCSjhfk0-PDUhAN6HGNlnw8DwVEUqe4FlNe6W7AsIf01mFvQQ_aem_AYKnwyajfjiCPeLH7ZmARSai0gQ1-t86HFquANuu35S4foNoQmEOxWRjOgIHzehU0neEl48_fudxZGKnOYsI0DG2wBeYSYdG36VlZmQTHgCM4ATEe07qsPWpql9T_CUFAY4,3,2,13.33,2
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAaYkjrgISpyrohMHUp-LZSs9ZPQ9E02fEIwOOIGowbwHxGRqDzMWSlCCjDg_aem_AXEGwjxnvSCWI6rxmHTQLi77PPKO8OIe98LrbEJqz8zZ4PXkJcV6uz3fuzMA_tsMmYRyivkPI0A675rkV63CbhZrFAlAngiJsKnmH90-mRyxn_GEdPInR4MWNX8tPZTs0Oc,3,2,912.50,1
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAaZPNZ-3C1Kzn1NxAsPzbvMPRFBVJcU3QS3zR3J-JUq0vbLMq7GvQanJJ9M_aem_AR8qxkQY24kc41PPQ-VZJY6FlaOA4NlXewjwUWgdxxJ0tSb7GoBipOJ8dCqzPa2eJm7XsWSz0u4V2yKAAMIFXfPBuI1KQHIbKvf8W00QCNA2mbgpDw8jouph58YQx4_RarI,3,2,468.00,2
/lp/houses/156_0054_1_04/index.html,3,3,14.33,0
/lp/houses/156_0054_2_02/?yclid=YSS.1001111129.EAIaIQobChMIxbGI5MGg8QIVi72WCh0qegE9EAAYAyAAEgLkW_D_BwE,3,1,260.67,0
/lp/houses/156_0054_2_02/index.html?argument=VhD4FQ1G&dmai=fb_156_0054_2_02&fbclid=PAAaaYK9xRdyi5vFISKZYcMrJ0Wnteg-mQSa0Cj_Wun7fKsCyg6wEeUJZ7Lzo,3,1,97.00,1
/lp/houses/156_0054_2_02/index.html?argument=VhD4FQ1G&dmai=fb_156_0054_2_02&fbclid=PAAabwB95w91BetYhT-uAdeF0YfANi1sgDv63Icilfg0v4Ex0sk7ov85wKVfI_aem_Ad6ZJ1RZg2DbjhsW-0iYnnlvIgnz-3kmlvAdUhFsOkmgZdTGy0yh_NFBJG5d0REe6iZ5J9Mj7AEDxP-fHqpcNMI8nqk3uv4T1oyPwT8vcEf2xzej3hoBO88_41G1Bpl8bCk,3,1,383.00,0
/lp/houses/156_0054_2_02/index.html?argument=VhD4FQ1G&dmai=fb_156_0054_2_02&fbclid=PAAaYrrU_0soXrekG3BvXavkSAqAInVilGMa3EwFSqqP0-PyrQemFcfR9VZmk_aem_AQSGA2HVfGgrumkSeJ3JubBqCvTDDbkoMtiACEdTIGU1eMGpfYdIdxQl_0_SOoniXgYzRe-7ZUkaLs-6yZlCB-Mhs51pWrQIgDfjvzGyNfmqDr-wqztr6MASnRpD3zSS1bU,3,3,75.33,2
/lp/houses/158_0095_5_04/,3,3,21.33,2
/lp/houses/158_0095_5_05/company.html,3,3,21.50,1
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02,3,3,49.50,1
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaYL2s_LfJP7EIHrmJMpsYDL1pG54vN0F3I2N-AnkgDALjTX6_p0xEmK7m0,3,1,5.50,1
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaZ0QgBtMTWcoOCZuepjWUlOAmec48X4_OWFtoheP2PuWach7d55mHIHNxk_aem_Aejd907PD5iIY2AobhdEOwL8z2jMjB_OGKOdQxnMWYbJozJpZKizDuHFvRoxtgPJi58Olvc1nU-UCWhE0suCOBVD9lSQsJZ3i1-NlE-VcdXs89Z1MbzD7PphU0XxBSamef4,3,3,0.00,3
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaZDnKyug9oWlAWMrNmGriuAoTgGAiMSK7Ost-UmFCizqgLM_etGf4k3uXU,3,1,28.67,1
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaZpxCZDvdxlLPC6aljU83d1e3d43O0shKc_P2FMVtIrpQcgw5qY_nksk9U_aem_AQo4ixff_iRX75GzNSibQZ0u0CveFvOBUmlAT8w-OOv1zZCcvmq58rxI5dc51bf8u5remzXN2FN4s9ztJu7NvINf_tievGds-wJY1wKhmMrOylzueyFbypA3R-bi2EfTgl4,3,2,187.00,2
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=IwAR1dxHflEmQ8YDyKEJxmLelihtTXlFlCwJC9L8aYYuqj0v3IinDdpq6LeAw,3,1,17.50,0
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaa-d0-VI5u4JToYIOYxH5r88wg4iLChY3GQjaCmqspC4QzbeR9Qi2Qa0x0_aem_ATZ1zQQqWrOAGjzVguf8zdBZ5YBhAvQiC9NjgpwZLfKUHjjTu0sSoQhIzqexTZ2UHlCHUodaUK4ifRockNgg-cjrzoryqQau8g5MHQbRFwCI_BXgSUwADNQ5udoyxZRJqjc,3,1,176.50,0
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaatY9paJ4JQZWxjrFwlejc8DlNDr0UNkokLlxda-ossviVBc7tQpBZeIgU_aem_AZwOJLDn7KbPt9BBVvumLqByOfocwKVjKjLU4H3uzr0dDW1lru6aW-qYbajuzmk3VP2PgP12U1KzsNUWVjwrRLd7fEyZ9KCL3Oo27kjM0ZeS4gdzPX3ABF4VUsnNcoktstI,3,3,0.00,2
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaaunfPVB-WNI5HSF8Hrk7gMGcgz2q_hRsLFMFmcDPWOIeDta810uJmBtsE_aem_AX17UsmBWn7Ab6AMF9PG3KXkLMAvxivg7AOAY_CmdimlXNwDPYNBKt-L_LOQ85L25E5xW7L8cvkvDyL0s77VuTXv0gmpcI6CfGmfSKRWSt6ju1n1SIDdpab7rf8Ji2bdb10,3,1,55.00,1
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAabG6ikxOQ_UxVV98K_pxYBNou-JvyGTOAtaziWYuqcTYcfSaG5GzZZCLWw_aem_AYQSCCQ_i4b6QK35Vt9Og0xyPXFysE8hsaJ968yJ_UsQ9okIurhC6Mn7DX1fqXpr7IpCWXA5QqrHA6hpjntADM36chk0sG7SkmoGBXk3foIKKhy2Y59uA5Hr7gf4v5qDrA8,3,1,52.50,0
